id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
3455;Komori-san wa Kotowarenai!;小森さんは断れない！;04/10/2015;20/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11208/small.jpg?1597699094;12;2;24
3456;Comet Lucifer;コメット・ルシファー;04/10/2015;20/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11234/small.jpg?1597690641;12;23;276
3457;Shingeki! Kyojin Chuugakkou;進撃！巨人中学校;04/10/2015;20/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11315/small.jpg?1597690618;12;17;204
3458;Peeping Life TV: Season 1??;Peeping Life（ピーピングライフ）TV シーズン1 ??;04/10/2015;20/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11385/small.jpg?1597699145;12;23;276
3459;One Punch Man;ワンパンマン;05/10/2015;21/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10740/small.jpg?1597698857;12;24;288
3460;Oshiri Kajiri Mushi (TV) 4th Season;おしりかじり虫　第４シリーズ;05/10/2015;07/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11590/small.jpg?1449352811;10;5;50
3461;Dochamon Junior;どちゃもん じゅにあ;05/10/2015;22/02/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11591/small.jpg?1597691602;16;9;144
3462;Hidan no Aria AA;緋弾のアリアAA（ダブルエー）;06/10/2015;22/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10077/small.jpg?1597699033;12;23;276
3463;Yuru Yuri San☆Hai!;ゆるゆり さん☆ハイ！;06/10/2015;22/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10742/small.jpg?1597697112;12;23;276
3464;Starmyu;高校星歌劇［スタミュ］;06/10/2015;22/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10783/small.jpg?1597698610;12;24;288
3465;Shin Atashin'chi;新あたしンち;06/10/2015;05/04/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10977/small.jpg?1446737797;26;23;598
3466;Osomatsu-san;おそ松さん;06/10/2015;29/03/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11178/small.jpg?1597697199;25;23;575
3467;Teekyuu 6;てーきゅう 6期;06/10/2015;22/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11334/small.jpg?1444065142;12;2;24
3468;JK Meshi!;ＪＫめし！;06/10/2015;29/03/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11369/small.jpg?1597699243;26;3;78
3469;"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken";俺がお嬢様学校に『庶民サンプル』としてゲッツされた件;07/10/2015;23/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/8651/small.jpg?1597698466;12;23;276
3470;Dance with Devils;ダンス・ウィズ・デビルス;07/10/2015;23/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10453/small.jpg?1597698916;12;23;276
3471;Fushigi na Somera-chan;不思議なソメラちゃん;07/10/2015;23/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10924/small.jpg?1597699154;12;3;36
3472;DD Hokuto no Ken 2 Ichigo Aji+;DD北斗の拳2 イチゴ味+;07/10/2015;23/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11080/small.jpg?1442782817;12;23;276
3473;Tantei Team KZ Jiken Note;探偵チームＫＺ（カッズ）事件ノート;07/10/2015;27/01/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11280/small.jpg?1597699115;16;9;144
3474;Taimadou Gakuen 35 Shiken Shoutai;対魔導学園35試験小隊;08/10/2015;24/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/8669/small.jpg?1597698450;12;23;276
3475;Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru;櫻子さんの足下には死体が埋まっている;08/10/2015;24/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10706/small.jpg?1597697841;12;23;276
3476;Subete ga F ni Naru: The Perfect Insider;すべてがFになる THE PERFECT INSIDER;09/10/2015;18/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10037/small.jpg?1597698321;11;23;253
3477;Garo: Guren no Tsuki;GARO 紅蓮ノ月;10/10/2015;02/04/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10045/small.jpg?1597699194;23;24;552
3478;Owari no Seraph: Nagoya Kessen-hen;終わりのセラフ　名古屋決戦編;10/10/2015;26/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10082/small.jpg?1597697313;12;23;276
3479;Gochuumon wa Usagi desu ka??;ご注文はうさぎですか？？;10/10/2015;26/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10346/small.jpg?1597698899;12;23;276
3480;Shinmai Maou no Testament Burst;新妹魔王の契約者 BURST;10/10/2015;12/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10757/small.jpg?1597698379;10;0;26
3481;Valkyrie Drive: Mermaid;ヴァルキリードライヴ　マーメイド;10/10/2015;26/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10766/small.jpg?1597699142;12;24;288
3482;Cardfight!! Vanguard G: GIRS Crisis-hen;カードファイト!! ヴァンガードG　ギアースクライシス編;11/10/2015;10/04/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11220/small.jpg?1597698240;26;24;624
3483;Brave Beats;ブレイブビーツ;11/10/2015;27/03/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11387/small.jpg?1597690895;22;23;506
3484;Anitore! EX;あにトレ！ＥＸ;13/10/2015;29/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11347/small.jpg?1452432049;12;4;48
3485;Ketsuekigata-kun! 3;血液型くん！3;13/10/2015;29/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11389/small.jpg?1597691155;12;2;24
3486;Neko no Dayan: Nihon e Iku;猫のダヤン　日本へ行く;17/10/2015;09/01/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11377/small.jpg?1597691239;12;0;0
3487;Ling Yu;灵域;22/10/2015;24/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/13835/small.jpg?1506225441;10;12;120
3488;Pokemon XY&Z;ポケットモンスターXY&Z;29/10/2015;27/10/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11367/small.jpg?1597697288;47;23;1081
3489;Mini Hama: Minimum Hamatora;ミニはま -MINIMUM HAMATORA-;02/11/2015;21/12/2015;2015;TV;finished;https://media.kitsu.io/anime/poster_images/10853/small.jpg?1486237198;8;5;40
3490;KochinPa!;コチンPa！;22/12/2015;25/05/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11661/small.jpg?1597699197;12;1;12
3491;Mim Mam Mint;ミムマムミント;24/12/2015;25/03/2016;2015;TV;finished;https://media.kitsu.io/anime/poster_images/11663/small.jpg?1451274765;4;0;0
3492;Prince of Stride: Alternative;プリンス・オブ・ストライド　オルタナティブ;05/01/2016;22/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11364/small.jpg?1597698607;12;24;288
3493;HaruChika: Haruta to Chika wa Seishun suru;ハルチカ ～ハルタとチカは青春する～;07/01/2016;24/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11020/small.jpg?1597699074;12;24;288
3494;Musaigen no Phantom World;無彩限のファントム・ワールド;07/01/2016;31/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11333/small.jpg?1597698581;13;24;312
3495;Norn9: Norn+Nonet;NORN9 ノルン+ノネット;07/01/2016;31/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11337/small.jpg?1597698990;12;24;288
3496;Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari;アクティヴレイド　－機動強襲室第八係－;07/01/2016;24/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11456/small.jpg?1597699192;12;24;288
3497;Shoujo-tachi wa Kouya wo Mezasu;少女たちは荒野を目指す;07/01/2016;24/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11457/small.jpg?1445648305;12;24;288
3498;Sushi Police;SUSHI POLICE（スシポリス）;07/01/2016;31/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11558/small.jpg?1597699241;13;3;39
3499;Ansatsu Kyoushitsu 2nd Season;暗殺教室　第２期;08/01/2016;01/07/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10877/small.jpg?1597696743;25;23;575
3500;Boku dake ga Inai Machi;僕だけがいない街;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11110/small.jpg?1597698780;12;23;276
3501;Phantasy Star Online 2 The Animation;ファンタシースターオンライン２ ジ アニメーション;08/01/2016;01/04/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11200/small.jpg?1597699070;12;24;288
3502;Ojisan to Marshmallow;おじさんとマシュマロ;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11261/small.jpg?1597698837;12;3;36
3503;Sekkou Boys;石膏ボーイズ;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11358/small.jpg?1597699043;12;7;84
3504;Dagashi Kashi;だがしかし;08/01/2016;01/04/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11381/small.jpg?1597695012;12;24;288
3505;Divine Gate;ディバインゲート;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11409/small.jpg?1597699204;12;23;276
3506;Oshiete! Galko-chan;おしえて! ギャル子ちゃん;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11487/small.jpg?1597697990;12;7;84
3507;Koukaku no Pandora;紅殻のパンドラ;08/01/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11587/small.jpg?1597698951;12;24;288
3508;Tabi Machi Late Show;旅街レイトショー;08/01/2016;29/01/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11668/small.jpg?1452285299;4;7;28
3509;Durarara!!x2 Ketsu;デュラララ!!×2 結;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/9725/small.jpg?1597695039;12;24;288
3510;Shouwa Genroku Rakugo Shinjuu;昭和元禄落語心中;09/01/2016;02/04/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10051/small.jpg?1597696875;13;26;338
3511;Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season;GATE（ゲート）自衛隊　彼の地にて、斯く戦えり　第2クール;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11376/small.jpg?1597697188;12;23;276
3512;Bubuki Buranki;ブブキ・ブランキ;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11486/small.jpg?1597699042;12;24;288
3513;Luck & Logic;ラクエンロジック;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11536/small.jpg?1597699123;12;24;288
3514;Reikenzan: Hoshikuzu-tachi no Utage;霊剣山 星屑たちの宴;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11560/small.jpg?1597698292;12;24;288
3515;Watashitachi, Luck Logic-bu!;私たち、らくろじ部！;09/01/2016;26/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11775/small.jpg?1486236907;12;1;12
3516;Dimension W;Dimension W;10/01/2016;27/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11170/small.jpg?1597698116;12;24;288
3517;Nijiiro Days;虹色デイズ;10/01/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11323/small.jpg?1597697246;24;13;312
3518;Ooyasan wa Shishunki!;大家さんは思春期！;10/01/2016;27/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11396/small.jpg?1597698864;12;2;24
3519;Nurse Witch Komugi-chan R;ナースウィッチ小麦ちゃんR;10/01/2016;27/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11517/small.jpg?1597699196;12;22;264
3520;Saijaku Muhai no Bahamut;最弱無敗の神装機竜《バハムート》;11/01/2016;28/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10913/small.jpg?1597698635;12;23;276
3521;Schwarzesmarken;シュヴァルツェスマーケン;11/01/2016;28/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10938/small.jpg?1597698889;12;23;276
3522;Hai to Gensou no Grimgar;灰と幻想のグリムガル;11/01/2016;28/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11447/small.jpg?1597697343;12;24;288
3523;Yami Shibai 3;闇芝居 3期;11/01/2016;04/04/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11484/small.jpg?1446763318;13;4;52
3524;Ao no Kanata no Four Rhythm;蒼の彼方のフォーリズム;12/01/2016;29/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10021/small.jpg?1597698611;12;24;288
3525;Akagami no Shirayuki-hime 2nd Season;赤髪の白雪姫;12/01/2016;29/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11179/small.jpg?1597698903;12;24;288
3526;Mahou Shoujo Nante Mou Ii Desukara.;魔法少女なんてもういいですから。;12/01/2016;29/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11552/small.jpg?1597699120;12;4;48
3527;Teekyuu 7;てーきゅう 7期;12/01/2016;29/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11597/small.jpg?1597692132;12;2;24
3528;Ketsuekigata-kun! 4;血液型くん！4;12/01/2016;29/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11648/small.jpg?1597691160;12;2;24
3529;Kono Subarashii Sekai ni Shukufuku wo!;この素晴らしい世界に祝福を！;14/01/2016;17/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10941/small.jpg?1597698779;10;23;230
3530;Ajin;亜人;16/01/2016;09/04/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11368/small.jpg?1597697622;13;24;312
3531;Ganbare! Lulu Lolo 3rd Season;がんばれ！ルルロロ　第３シリーズ;21/01/2016;24/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11561/small.jpg?1448504346;10;5;50
3532;Kono Danshi, Mahou ga Oshigoto Desu.;この男子、魔法がお仕事です。;05/02/2016;26/02/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11599/small.jpg?1597692122;4;7;28
3533;Rilu Rilu Fairilu: Yousei no Door;リルリルフェアリル～妖精のドア～;06/02/2016;25/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11725/small.jpg?1496866369;59;24;1416
3534;Mahoutsukai Precure!;魔法つかいプリキュア！;07/02/2016;29/01/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11688/small.jpg?1597698033;50;24;1200
3535;Xiong Chumo Zhi: Xiari Lianlian Kan;熊出没之夏日连连看;13/02/2016;01/01/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/13167/small.jpg?1486237146;52;13;676
3536;Telemonster;텔레몬스터;28/02/2016;09/07/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12745/small.jpg?1597691234;52;3;0
3537;Porong Porong Pororo 6;뽀롱뽀롱 뽀로로 6;02/03/2016;26/05/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/40963/small.jpg?1597690994;26;0;4
3538;Kanojo to Kanojo no Neko: Everything Flows;彼女と彼女の猫 -Everything Flows-;04/03/2016;25/03/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11737/small.jpg?1597697437;4;7;28
3539;Ushio to Tora (TV) 2nd Season;うしおととら;01/04/2016;24/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11126/small.jpg?1597697044;13;24;312
3540;Mayoiga;迷家-マヨイガ-;01/04/2016;17/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11682/small.jpg?1597699211;12;24;288
3541;Uchuu Patrol Luluco;宇宙パトロールルル子;01/04/2016;24/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11818/small.jpg?1597698011;13;7;91
3542;Kagewani: Shou;影鰐-KAGEWANI-承;01/04/2016;24/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11822/small.jpg?1457665490;13;7;91
3543;Neko mo, Onda-ke;猫も、オンダケ;01/04/2016;17/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11958/small.jpg?1458788359;12;1;12
3544;Terra Formars Revenge;テラフォーマーズ リベンジ;02/04/2016;25/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11344/small.jpg?1597690977;13;24;312
3545;"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!";逆転裁判 その『真実』、異議あり！;02/04/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11375/small.jpg?1597699122;24;24;576
3546;Gakusen Toshi Asterisk 2nd Season;学戦都市アスタリスク;02/04/2016;18/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11421/small.jpg?1597698137;12;24;288
3547;JoJo no Kimyou na Bouken: Diamond wa Kudakenai;ジョジョの奇妙な冒険 ダイヤモンドは砕けない;02/04/2016;24/12/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11459/small.jpg?1597694909;39;23;897
3548;Aggressive Retsuko;アグレッシブ烈子;02/04/2016;31/03/2018;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11956/small.jpg?1463545347;100;1;100
3549;Panpaka Pants W-O-New!;パンパカパンツ WおNEW！;02/04/2016;15/10/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11959/small.jpg?1458824952;26;5;130
3550;Future Card Buddyfight Triple D;フューチャーカード バディファイトDDD;02/04/2016;25/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12021/small.jpg?1459557684;51;23;1173
3551;Macross Δ;マクロスΔ（デルタ）;03/04/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/9992/small.jpg?1597698158;26;23;598
3552;Pan de Peace!;パンでPeace！;03/04/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11349/small.jpg?1597699208;13;3;39
3553;Kuma Miko;くまみこ;03/04/2016;19/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11446/small.jpg?1597699098;12;24;288
3554;Boku no Hero Academia;僕のヒーローアカデミア;03/04/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11469/small.jpg?1597698779;13;23;312
3555;Endride;エンドライド;03/04/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11807/small.jpg?1454668070;24;23;552
3556;Duel Masters VSRF;デュエル・マスターズVSRF;03/04/2016;26/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11809/small.jpg?1597690690;51;24;1224
3557;Mobile Suit Gundam Unicorn RE:0096;機動戦士ガンダムUC（ユニコーン）RE:0096;03/04/2016;11/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11850/small.jpg?1597698040;22;23;506
3558;Ragnastrike Angels;ラグナストライクエンジェルズ;03/04/2016;19/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11993/small.jpg?1597699245;12;0;0
3559;Beyblade Burst;ベイブレードバースト;04/04/2016;27/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11113/small.jpg?1455745785;51;24;1224
3560;Re:Zero kara Hajimeru Isekai Seikatsu;Re：ゼロから始める異世界生活;04/04/2016;19/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11209/small.jpg?1597698781;25;25;625
3561;Kaitou Joker 3rd Season;怪盗ジョーカー シーズン;04/04/2016;27/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11393/small.jpg?1597698077;13;24;312
3562;Bishoujo Senshi Sailor Moon Crystal Season III;美少女戦士セーラームーンCrystal　第３期＜デス・バスターズ編＞;04/04/2016;27/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11415/small.jpg?1597697208;13;24;336
3563;12-sai.: Chicchana Mune no Tokimeki;12歳。～ちっちゃなムネのトキメキ～;04/04/2016;20/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11782/small.jpg?1597698937;12;24;288
3564;Washimo 4th Season;わしも-wasimo-(第4シリーズ);04/04/2016;13/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12030/small.jpg?1459862040;44;10;440
3565;Asa da yo! Kaishain;朝だよ！貝社員;04/04/2016;29/03/2019;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12170/small.jpg?1463741951;744;0;426
3566;Bakuon!!;ばくおん!!;05/04/2016;21/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10939/small.jpg?1597699031;12;23;276
3567;Hundred;ハンドレッド;05/04/2016;21/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11029/small.jpg?1597698965;12;24;288
3568;Joker Game;ジョーカー・ゲーム;05/04/2016;21/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11320/small.jpg?1597698532;12;23;276
3569;Hakuouki: Otogisoushi;薄桜鬼～御伽草子～;05/04/2016;28/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11687/small.jpg?1597691348;13;0;3
3570;Seisen Cerberus: Ryuukoku no Fatalités;聖戦ケルベロス　竜刻のファタリテ;05/04/2016;28/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11779/small.jpg?1453774052;13;24;312
3571;Shounen Ashibe: Go! Go! Goma-chan;少年アシベ GO！GO！ゴマちゃん;05/04/2016;21/02/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12038/small.jpg?1459890754;32;9;288
3572;PriPara 3rd Season;プリパラ;05/04/2016;28/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12683/small.jpg?1477365806;51;23;1173
3573;Super Lovers;SUPER LOVERS（スーパーラヴァーズ）;06/04/2016;08/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11485/small.jpg?1597697982;10;24;240
3574;Sousei no Onmyouji;双星の陰陽師;06/04/2016;29/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11553/small.jpg?1597698142;50;24;1200
3575;Neko Neko Nihonshi;ねこねこ日本史;06/04/2016;02/02/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11814/small.jpg?1597690838;32;9;288
3576;Battle Spirits: Double Drive;バトルスピリッツ ダブルドライブ;06/04/2016;29/03/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11820/small.jpg?1597690890;51;24;1224
3577;Bishoujo Yuugi Unit Crane Game Girls;美少女遊戯ユニットクレーンゲール Crane Game Girls;06/04/2016;29/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11932/small.jpg?1457994304;13;4;52
3578;Anne Happy♪;あんハピ♪;07/04/2016;23/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11134/small.jpg?1597698487;12;23;276
3579;Netoge no Yome wa Onnanoko ja Nai to Omotta?;ネトゲの嫁は女の子じゃないと思った？;07/04/2016;23/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11319/small.jpg?1597698418;12;24;288
3580;Bungou Stray Dogs;文豪ストレイドッグス;07/04/2016;23/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11339/small.jpg?1597697206;12;23;276
3581;Kuromukuro;クロムクロ;07/04/2016;29/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11605/small.jpg?1597699266;26;24;624
3582;Onigiri;鬼斬;07/04/2016;30/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11785/small.jpg?1597699231;13;4;52
3583;Aikatsu Stars!;アイカツスターズ！;07/04/2016;29/03/2018;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11868/small.jpg?1597697348;100;23;0
3584;Koutetsujou no Kabaneri;甲鉄城のカバネリ;08/04/2016;01/07/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/10036/small.jpg?1597698784;12;22;264
3585;Shounen Maid;少年メイド;08/04/2016;01/07/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11570/small.jpg?1597697970;12;24;288
3586;Sakamoto desu ga?;坂本ですが？;08/04/2016;01/07/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11751/small.jpg?1597697535;12;24;288
3587;CoCO & NiCO;CoCO & NiCO;08/04/2016;03/02/2017;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12114/small.jpg?1462148483;39;1;39
3588;Kyoukai no Rinne (TV) 2nd Season;境界のRINNE　第２シリーズ;09/04/2016;24/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11366/small.jpg?1597697823;25;24;600
3589;Kiznaiver;キズナイーバー;09/04/2016;25/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11437/small.jpg?1597697692;12;24;288
3590;Tanaka-kun wa Itsumo Kedaruge;田中くんはいつもけだるげ;09/04/2016;25/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11538/small.jpg?1597697070;12;24;288
3591;Flying Witch;ふらいんぐうぃっち;10/04/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11317/small.jpg?1597697386;12;23;276
3592;Tonkatsu DJ Agetarou;とんかつDJアゲ太郎;10/04/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11318/small.jpg?1459364603;12;9;108
3593;High School Fleet;ハイスクール・フリート;10/04/2016;26/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11346/small.jpg?1597698160;12;24;288
3594;Concrete Revolutio: Choujin Gensou - The Last Song;コンクリート・レボルティオ～超人幻想～THE LAST SONG;10/04/2016;17/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11620/small.jpg?1597698146;11;24;264
3595;Nameko: Sekai no Tomodachi;なめこ～せかいのともだち～;10/04/2016;12/02/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11893/small.jpg?1457005757;26;3;78
3596;Sansha Sanyou;三者三葉;11/04/2016;27/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11401/small.jpg?1597698318;12;24;288
3597;Wagamama High Spec;ワガママハイスペック;12/04/2016;28/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11332/small.jpg?1597699219;12;3;36
3598;Usakame;うさかめ;12/04/2016;28/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11685/small.jpg?1457668179;12;4;48
3599;Nuwa Chengzhang Riji;女娲成长日记;12/04/2016;01/11/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/12049/small.jpg?1460496869;30;9;270
3600;Magi: Sinbad no Bouken (TV);マギ シンドバッドの冒険;16/04/2016;02/07/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11431/small.jpg?1597696793;13;24;312
3601;Big Order (TV);ビッグオーダー;16/04/2016;18/06/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11455/small.jpg?1460149436;10;24;240
3602;Cardfight!! Vanguard G: Stride Gate-hen;カードファイト!! ヴァンガードG ストライドゲート編;17/04/2016;25/09/2016;2016;TV;finished;https://media.kitsu.io/anime/poster_images/11857/small.jpg?1467590083;24;24;576
